zy_formatted_village2.txt

VEHICLE
3
NUMBER CAPACITY FIXEDCOST UNITCOST MAXSERVICE MAXDISTANCE TYPENAME
0613401017708 117.723139 32.216164 20 0 600 3
0613401017718 117.755936 32.201492 60 0 600 3
0613401017715 117.424484 32.143898 44 0 600 3
0613401051344 117.428700 32.147660 35 0 600 3
0613401033113 117.459010 32.204884 65 0 600 3
0613401045072 117.386310 32.093660 90 0 600 3
0613401029368 117.700990 32.062794 65 0 600 3
0613401029084 117.794237 32.167998 10 0 600 3
0613401038405 117.654350 32.009243 25 0 600 3
0613401038406 117.507507 32.022545 10 0 600 3
0613401040333 117.829290 32.139080 10 0 600 3
0613401049499 117.750880 32.089664 15 0 600 3
0613401049500 117.824585 32.140380 45 0 600 3
0613401038626 117.385376 32.074535 15 0 600 3
0613401038628 117.480070 32.116760 10 0 600 3
0613401042470 117.639630 32.109207 15 0 600 3
0613401028977 117.640656 32.109455 35 0 600 3
0613401029256 117.679886 32.137310 10 0 600 3
0613401042471 117.592594 32.148926 15 0 600 3
0613401041545 117.760666 32.204560 74 0 600 3
0613401041548 117.531746 32.124100 15 0 600 3
0613401042541 117.496850 32.134537 20 0 600 3
0613401045607 117.431625 32.153255 15 0 600 3
0613401029087 117.663465 32.211880 60 0 600 3
0613401029111 117.782425 32.110996 25 0 600 3
0613401029112 117.775475 32.139412 30 0 600 3
0613401029122 117.636350 32.208010 20 0 600 3
0613401029123 117.530140 32.151920 5 0 600 3
0613401028929 117.406624 32.163200 15 0 600 3
0613401038933 117.826600 32.147182 10 0 600 3
0613401029499 117.471600 32.067710 45 0 600 3
0613401029986 117.640366 32.109360 10 0 600 3
0613401029501 117.544380 32.075920 25 0 600 3
0613401011860 117.656906 32.211414 25 0 600 3
0613401011869 117.663900 32.212220 34 0 600 3
0613401011908 117.758680 32.203880 60 0 600 3
0613401011934 117.611748 32.217865 25 0 600 3
0613401011945 117.839620 32.182125 25 0 600 3
0613401012012 117.379800 32.065640 25 0 600 3
0613401012041 117.389096 32.118806 25 0 600 3
0613401012057 117.457470 32.200120 30 0 600 3
0613401012065 117.458220 32.201237 30 0 600 3
0613401012322 117.824910 32.145164 30 0 600 3
0613401012314 117.821460 32.146072 134 0 600 3
0613401012358 117.736115 32.069496 20 0 600 3
0613401012493 117.471650 32.067715 45 0 600 3
0613401012518 117.471650 32.067715 105 0 600 3
0613401012581 117.471650 32.067715 59 0 600 3
0613401012743 117.531580 32.189476 25 0 600 3
0613401012764 117.525245 32.190609 35 0 600 3
0613401012799 117.607544 32.152480 15 0 600 3
0613401012867 117.782600 32.110250 30 0 600 3
0613401013183 117.578570 32.059720 40 0 600 3
0613401013194 117.638405 32.108883 40 0 600 3
0613401013218 117.593410 32.123180 30 0 600 3
0613401014648 117.701800 32.062640 30 0 600 3
0613401015236 117.419500 32.237550 30 0 600 3
0613401015578 117.408110 32.088337 30 0 600 3
0613401015869 117.733500 32.035954 10 0 600 3
0613401016077 117.694560 32.083440 10 0 600 3
0613401016134 117.554800 32.031250 15 0 600 3
0613401016503 117.629400 31.988562 20 0 600 3
0613401016840 117.501400 32.164830 10 0 600 3
0613401016903 117.615918 32.231215 40 0 600 3
0613401016955 117.480760 32.002228 10 0 600 3
0613401017231 117.775240 32.140930 30 0 600 3
0613401017294 117.606810 32.081280 15 0 600 3
0613401017306 117.553980 32.135650 25 0 600 3
0613401011973 117.695435 32.093770 5 0 600 3
0613401011996 117.379800 32.065640 59 0 600 3
0613401012032 117.385376 32.074535 20 0 600 3
0613401012105 117.382330 32.195175 10 0 600 3
0613401012350 117.819390 32.147133 35 0 600 3
0613401012532 117.459760 32.103886 25 0 600 3
0613401012925 117.480760 32.002228 25 0 600 3
0613401013287 117.608340 32.153984 15 0 600 3
0613401029498 117.775250 32.140465 30 0 600 3
0613401029583 117.401924 32.215984 10 0 600 3
0613401029386 117.608955 32.152225 30 0 600 3
0613401012339 117.826780 32.146626 55 0 600 3
0613401012417 117.690720 32.136906 20 0 600 3
0613401012486 117.473430 32.063858 60 0 600 3
0613401012806 117.609300 32.152650 103 0 600 3
0613401013232 117.531975 32.122307 20 0 600 3
0613401013241 117.531746 32.123930 45 0 600 3
0613401014617 117.664900 32.026330 35 0 600 3
0613401016142 117.621090 32.015118 15 0 600 3
0613401016477 117.681770 32.028156 10 0 600 3
0613401016510 117.624769 31.990984 15 0 600 3
0613401030062 117.384870 32.192860 35 0 600 3
0613401030095 117.725610 32.179485 25 0 600 3
0613401030151 117.423870 32.143387 40 0 600 3
0613401030381 117.481895 31.949003 30 0 600 3
0613401030411 117.617966 32.144928 39 0 600 3
0613401030412 117.729300 32.130700 40 0 600 3
0613401030416 117.729280 32.130703 45 0 600 3
0613401030505 117.663860 32.212215 55 0 600 3
0613401030744 117.389920 32.188606 25 0 600 3
0613401031928 117.609604 32.193295 20 0 600 3
0613401032582 117.446396 32.129135 15 0 600 3
0613401032584 117.477880 32.158154 25 0 600 3
0613401041027 117.528656 32.190468 30 0 600 3
0613401034106 117.679886 32.137310 49 0 600 3
0613401034107 117.578350 32.058495 40 0 600 3
0613401032792 117.471650 32.067715 25 0 600 3
0613401033003 117.665350 32.027580 35 0 600 3
0613401033117 117.474700 32.062550 15 0 600 3
0613401033167 117.586200 32.083626 30 0 600 3
0613401033175 117.367020 32.227627 10 0 600 3
0613401033569 117.599040 31.992323 25 0 600 3
0613401033740 117.690804 32.214431 15 0 600 3
0613401033747 117.623655 32.216206 25 0 600 3
0613401033805 117.388300 32.189808 20 0 600 3
0613401033813 117.811806 32.140490 10 0 600 3
0613401033836 117.456830 32.199265 20 0 600 3
0613401034206 117.412520 32.084755 5 0 600 3
0613401046677 117.764180 32.200510 15 0 600 3
0613401041839 117.592412 32.162091 15 0 600 3
0613401061053 117.626190 32.106850 20 0 600 3
0613401053886 117.782850 32.109104 30 0 600 3
0613401053895 117.436990 32.137875 10 0 600 3
0613401039722 117.367580 32.226738 40 0 600 3
0613401039851 117.430500 32.147507 65 0 600 3
0613401039889 117.393300 32.230530 15 0 600 3
0613401041849 117.549350 32.077164 15 0 600 3
0613401040173 117.365944 32.228990 89 0 600 3
0613401040484 117.473430 32.063858 29 0 600 3
0613401040615 117.481400 31.961660 65 0 600 3
0613401040617 117.386310 32.093660 25 0 600 3
0613401040621 117.419380 32.088795 15 0 600 3
0613401040642 117.670400 32.139450 45 0 600 3
0613401040646 117.695883 32.238937 15 0 600 3
0613401040683 117.782400 32.110638 25 0 600 3
0613401040689 117.825230 32.142284 70 0 600 3
0613401040723 117.425750 32.146210 20 0 600 3
0613401040992 117.665700 32.028720 40 0 600 3
0613401041024 117.427580 32.146170 77 0 600 3
0613401041025 117.610190 32.217663 15 0 600 3
0613401046637 117.681760 32.178740 25 0 600 3
0613401041446 117.729280 32.130703 35 0 600 3
0613401041493 117.681600 32.213830 30 0 600 3
0613401041654 117.859860 32.151887 10 0 600 3
0613401041716 117.592186 32.144710 35 0 600 3
0613401041726 117.386300 32.093660 89 0 600 3
0613401041732 117.438390 32.099846 25 0 600 3
0613401041733 117.385400 32.074700 15 0 600 3
0613401041735 117.379800 32.065636 35 0 600 3
0613401041736 117.503300 31.944630 15 0 600 3
0613401041738 117.460884 32.106800 88 0 600 3
0613401041850 117.532080 32.121864 55 0 600 3
0613401041851 117.665035 32.210966 30 0 600 3
0613401041854 117.825970 32.144814 60 0 600 3
0613401041915 117.732880 32.117080 5 0 600 3
0613401041928 117.678375 32.140583 14 0 600 3
0613401042136 117.719234 32.215793 15 0 600 3
0613401042137 117.369000 32.223370 20 0 600 3
0613401042138 117.431490 32.152910 20 0 600 3
0613401042140 117.701800 32.062435 30 0 600 3
0613401042361 117.611984 32.210304 50 0 600 3
0613401042363 117.670400 32.139450 20 0 600 3
0613401042377 117.525060 31.995416 45 0 600 3
0613401042426 117.385376 32.074535 40 0 600 3
0613401042449 117.365944 32.228990 25 0 600 3
0613401042454 117.609825 32.011536 15 0 600 3
0613401042460 117.629300 32.048820 10 0 600 3
0613401042552 117.581570 32.061626 30 0 600 3
0613401042619 117.756000 32.201480 50 0 600 3
0613401042706 117.670380 32.062830 5 0 600 3
0613401042707 117.715050 32.080620 30 0 600 3
0613401043077 117.612200 32.151610 25 0 600 3
0613401043495 117.592530 32.145092 40 0 600 3
0613401043567 117.399086 32.242924 55 0 600 3
0613401043568 117.408110 32.088337 20 0 600 3
0613401043572 117.558940 32.007915 10 0 600 3
0613401043573 117.433060 32.106220 30 0 600 3
0613401045272 117.680553 32.240892 30 0 600 3
0613401045453 117.737230 32.182166 10 0 600 3
0613401045462 117.642120 32.106483 25 0 600 3
0613401045464 117.652530 32.140995 10 0 600 3
0613401045770 117.558230 32.066740 5 0 600 3
0613401046333 117.758415 32.204010 55 0 600 3
0613401047034 117.656906 32.211414 25 0 600 3
0613401047823 117.611700 32.209750 25 0 600 3
0613401048193 117.665050 32.031685 94 0 600 3
0613401048412 117.377760 32.060272 20 0 600 3
0613401048435 117.610020 32.214700 59 0 600 3
0613401048655 117.558940 32.007915 114 0 600 3
0613401048730 117.459740 32.106644 10 0 600 3
0613401048731 117.431510 32.147360 15 0 600 3
0613401048733 117.379110 32.063060 20 0 600 3
0613401048735 117.379800 32.065636 10 0 600 3
0613401048791 117.598500 32.080410 25 0 600 3
0613401050082 117.478970 32.050037 10 0 600 3
0613401050084 117.385376 32.074535 40 0 600 3
0613401050095 117.505930 32.087630 10 0 600 3
0613401050207 117.609100 32.152280 25 0 600 3
0613401050094 117.510925 32.113247 25 0 600 3
0613401049838 117.761690 32.206703 15 0 600 3
0613401050867 117.502640 31.992489 20 0 600 3
0613401012056 117.457184 32.199720 40 0 600 3
0613401013214 117.586060 32.083920 40 0 600 3
0613401029496 117.379100 32.063010 59 0 600 3
0613401017341 117.519110 32.056473 35 0 600 3
0613401032940 117.559710 32.086708 10 0 600 3
0613401034478 117.610190 32.217663 54 0 600 3
0613401038624 117.784780 32.111782 20 0 600 3
0613401051343 117.781456 32.112160 40 0 600 3
0613401051915 117.639930 32.109530 20 0 600 3
0613401051920 117.379196 32.065212 10 0 600 3
0613401052391 117.582580 32.174175 25 0 600 3
0613401052692 117.600390 32.105790 10 0 600 3
0613401053093 117.735756 32.069317 20 0 600 3
0613401053187 117.479620 32.046143 30 0 600 3
0613401053188 117.390945 32.127266 30 0 600 3
0613401053189 117.512050 32.115837 30 0 600 3
0613401053421 117.430540 32.147460 30 0 600 3
0613401053737 117.739000 32.212154 10 0 600 3
0613401054009 117.424194 32.149030 69 0 600 3
0613401054074 117.679886 32.137310 88 0 600 3
0613401054075 117.783150 32.108425 5 0 600 3
0613401054482 117.609840 32.209892 5 0 600 3
0613401054564 117.379110 32.064064 15 0 600 3
0613401054635 117.609840 32.209892 65 0 600 3
0613401054828 117.729280 32.130703 35 0 600 3
0613401054830 117.450780 32.016670 20 0 600 3
0613401055179 117.822600 32.149890 20 0 600 3
0613401055442 117.480760 32.002228 80 0 600 3
0613401055532 117.609840 32.209892 54 0 600 3
0613401055747 117.660370 32.160564 10 0 600 3
0613401055749 117.558910 32.006916 69 0 600 3
0613401056062 117.592870 32.162040 5 0 600 3
0613401056065 117.585840 32.084053 25 0 600 3
0613401056460 117.741400 32.079960 15 0 600 3
0613401056586 117.665070 32.027084 20 0 600 3
0613401056730 117.479300 32.029125 35 0 600 3
0613401056732 117.667800 32.025030 5 0 600 3
0613401056822 117.782400 32.110638 20 0 600 3
0613401056823 117.458010 32.200867 69 0 600 3
0613401057463 117.481360 31.946850 20 0 600 3
0613401057609 117.383180 32.078606 30 0 600 3
0613401057611 117.481895 31.949003 50 0 600 3
0613401057613 117.386310 32.093660 10 0 600 3
0613401057792 117.609290 32.163322 15 0 600 3
0613401058538 117.481900 31.949000 70 0 600 3
0613401058539 117.425400 32.146378 25 0 600 3
0613401059413 117.524300 32.190697 50 0 600 3
0613401059414 117.428600 32.148270 20 0 600 3
0613401059416 117.528700 32.190470 30 0 600 3
0613401059629 117.459760 32.103886 20 0 600 3
0613401059682 117.641660 32.173355 25 0 600 3
0613401059683 117.679886 32.137310 30 0 600 3
0613401059886 117.660805 32.211815 25 0 600 3
0613401060131 117.396200 32.126770 20 0 600 3
0613401060213 117.383700 32.080950 20 0 600 3
0613401060296 117.634735 32.021877 20 0 600 3
0613401060320 117.609900 32.152530 20 0 600 3
0613401060387 117.586200 32.083280 25 0 600 3
0613401060388 117.559720 32.006813 78 0 600 3
0613401057747 117.559340 32.008198 25 0 600 3
0613401060460 117.544900 32.057140 20 0 600 3
0613401060565 117.822800 32.146010 40 0 600 3
0613401060579 117.586060 32.083920 35 0 600 3
0613401060580 117.560230 32.008850 45 0 600 3
0613401060658 117.803700 32.195580 10 0 600 3
0613401061349 117.530500 32.124160 50 0 600 3
0613401061350 117.448700 32.127260 35 0 600 3
0613401061383 117.601940 32.142320 15 0 600 3
0613401061745 117.424000 32.149390 20 0 600 3
